ISDN,site.name,Hospital,date,p_eivt2ivt,,p_eivt2ivt represents the percentage of eligible tpa patients that received ivt
Wessex,Dorset County Hospital NHS Foundation Trust,Dorset County Hospital,Apr 2023-Mar 2024,89.3,,
Wessex,Hampshire Hospitals NHS Foundation Trust,Royal Hampshire County Hospital,Apr 2019-Mar 2020,85.3,,
Wessex,Hampshire Hospitals NHS Foundation Trust,Royal Hampshire County Hospital,Apr 2020-Mar 2021,92.3,,
Wessex,Hampshire Hospitals NHS Foundation Trust,Royal Hampshire County Hospital,Apr 2021-Mar 2022,87.1,,
Wessex,Hampshire Hospitals NHS Foundation Trust,Royal Hampshire County Hospital,Apr 2022-Mar 2023,82.8,,
Wessex,Hampshire Hospitals NHS Foundation Trust,Royal Hampshire County Hospital,Apr 2023-Mar 2024,85,,
Wessex,Isle of Wight NHS Trust,St Mary's Hospital Newport,Apr 2019-Mar 2020,93.3,,
Wessex,Isle of Wight NHS Trust,St Mary's Hospital Newport,Apr 2020-Mar 2021,100,,
Wessex,Isle of Wight NHS Trust,St Mary's Hospital Newport,Apr 2021-Mar 2022,97.3,,
Wessex,Isle of Wight NHS Trust,St Mary's Hospital Newport,Apr 2022-Mar 2023,73.5,,
Wessex,Isle of Wight NHS Trust,St Mary's Hospital Newport,Apr 2023-Mar 2024,88.3,,
Wessex,Portsmouth Hospitals University National Health Service Trust,Queen Alexandra Hospital Portsmouth,Apr 2019-Mar 2020,93,,
Wessex,Portsmouth Hospitals University National Health Service Trust,Queen Alexandra Hospital Portsmouth,Apr 2020-Mar 2021,89.1,,
Wessex,Portsmouth Hospitals University National Health Service Trust,Queen Alexandra Hospital Portsmouth,Apr 2021-Mar 2022,90.3,,
Wessex,Portsmouth Hospitals University National Health Service Trust,Queen Alexandra Hospital Portsmouth,Apr 2022-Mar 2023,78.3,,
Wessex,Portsmouth Hospitals University National Health Service Trust,Queen Alexandra Hospital Portsmouth,Apr 2023-Mar 2024,83.3,,
Wessex,University Hospital Southampton NHS Foundation Trust,Southampton General Hospital,Apr 2019-Mar 2020,89.7,,
Wessex,University Hospital Southampton NHS Foundation Trust,Southampton General Hospital,Apr 2020-Mar 2021,85.5,,
Wessex,University Hospital Southampton NHS Foundation Trust,Southampton General Hospital,Apr 2021-Mar 2022,90.8,,
Wessex,University Hospital Southampton NHS Foundation Trust,Southampton General Hospital,Apr 2022-Mar 2023,88.9,,
Wessex,University Hospital Southampton NHS Foundation Trust,Southampton General Hospital,Apr 2023-Mar 2024,92.1,,
Wessex,University Hospitals Dorset NHS Foundation Trust,Bournemouth and Poole HASU,Apr 2019-Mar 2020,.,,
Wessex,University Hospitals Dorset NHS Foundation Trust,Bournemouth and Poole HASU,Apr 2020-Mar 2021,94.9,,
Wessex,University Hospitals Dorset NHS Foundation Trust,University Hospitals Dorset HASU,Apr 2021-Mar 2022,92.2,,
Wessex,University Hospitals Dorset NHS Foundation Trust,University Hospitals Dorset Stroke Service,Apr 2022-Mar 2023,95.2,,
Wessex,University Hospitals Dorset NHS Foundation Trust,University Hospitals Dorset Stroke Service,Apr 2023-Mar 2024,97.9,,
West of England,Gloucestershire Hospitals NHS Foundation Trust,Gloucestershire Royal Hospital,Apr 2019-Mar 2020,94.3,,
West of England,Gloucestershire Hospitals NHS Foundation Trust,Gloucestershire Royal Hospital,Apr 2020-Mar 2021,87,,
West of England,Gloucestershire Hospitals NHS Foundation Trust,Gloucestershire Royal Hospital,Apr 2021-Mar 2022,88.5,,
West of England,Gloucestershire Hospitals NHS Foundation Trust,Gloucestershire Royal Hospital,Apr 2022-Mar 2023,90.8,,
West of England,Gloucestershire Hospitals NHS Foundation Trust,Gloucestershire Royal Hospital,Apr 2023-Mar 2024,87.1,,
West of England,Great Western Hospitals NHS Foundation Trust,Great Western Hospital Swindon,Apr 2019-Mar 2020,92.9,,
West of England,Great Western Hospitals NHS Foundation Trust,Great Western Hospital Swindon,Apr 2020-Mar 2021,83.3,,
West of England,Great Western Hospitals NHS Foundation Trust,Great Western Hospital Swindon,Apr 2021-Mar 2022,97.1,,
West of England,Great Western Hospitals NHS Foundation Trust,Great Western Hospital Swindon,Apr 2022-Mar 2023,86.4,,
West of England,Great Western Hospitals NHS Foundation Trust,Great Western Hospital Swindon,Apr 2023-Mar 2024,85.9,,
West of England,North Bristol NHS Trust,North Bristol Hospitals,Apr 2019-Mar 2020,95.3,,
West of England,North Bristol NHS Trust,North Bristol Hospitals,Apr 2020-Mar 2021,94.8,,
West of England,North Bristol NHS Trust,North Bristol Hospitals,Apr 2021-Mar 2022,87.1,,
West of England,North Bristol NHS Trust,North Bristol Hospitals,Apr 2022-Mar 2023,86.7,,
West of England,North Bristol NHS Trust,Bristol and Weston SU,Apr 2023-Mar 2024,87.4,,
West of England,Royal United Hospitals Bath NHS Foundation Trust,Royal United Hospital Bath,Apr 2019-Mar 2020,93.8,,
West of England,Royal United Hospitals Bath NHS Foundation Trust,Royal United Hospital Bath,Apr 2020-Mar 2021,98.6,,
West of England,Royal United Hospitals Bath NHS Foundation Trust,Royal United Hospital Bath,Apr 2021-Mar 2022,90,,
West of England,Royal United Hospitals Bath NHS Foundation Trust,Royal United Hospital Bath,Apr 2022-Mar 2023,91.8,,
West of England,Royal United Hospitals Bath NHS Foundation Trust,Royal United Hospital Bath,Apr 2023-Mar 2024,97.1,,
West of England,Salisbury NHS Foundation Trust,Salisbury District Hospital,Apr 2019-Mar 2020,100,,
West of England,Salisbury NHS Foundation Trust,Salisbury District Hospital,Apr 2020-Mar 2021,100,,
West of England,Salisbury NHS Foundation Trust,Salisbury District Hospital,Apr 2021-Mar 2022,87.8,,
West of England,Salisbury NHS Foundation Trust,Salisbury District Hospital,Apr 2022-Mar 2023,97.3,,
West of England,Salisbury NHS Foundation Trust,Salisbury District Hospital,Apr 2023-Mar 2024,95.2,,
West of England,Somerset NHS Foundation Trust,Musgrove Park Hospital,Apr 2019-Mar 2020,93.4,,
West of England,Somerset NHS Foundation Trust,Musgrove Park Hospital,Apr 2020-Mar 2021,88.2,,
West of England,Somerset NHS Foundation Trust,Musgrove Park Hospital,Apr 2021-Mar 2022,84.8,,
West of England,Somerset NHS Foundation Trust,Musgrove Park Hospital,Apr 2022-Mar 2023,95.3,,
West of England,Somerset NHS Foundation Trust,Musgrove Park Hospital,Apr 2023-Mar 2024,85.9,,
West of England,Yeovil District Hospital NHS Foundation Trust,Yeovil District Hospital,Apr 2019-Mar 2020,100,,
West of England,Yeovil District Hospital NHS Foundation Trust,Yeovil District Hospital,Apr 2020-Mar 2021,78.8,,
West of England,Yeovil District Hospital NHS Foundation Trust,Yeovil District Hospital,Apr 2021-Mar 2022,92.3,,
West of England,Yeovil District Hospital NHS Foundation Trust,Yeovil District Hospital,Apr 2022-Mar 2023,88.9,,
West of England,Somerset NHS Foundation Trust,Yeovil District Hospital,Apr 2023-Mar 2024,98.2,,
Wales,Aneurin Bevan University Health Board,Grange University Hospital,Apr 2019-Mar 2020,.,,
Wales,Aneurin Bevan University Health Board,Grange University Hospital,Apr 2020-Mar 2021,95.2,,
Wales,Aneurin Bevan University Health Board,Grange University Hospital,Apr 2021-Mar 2022,80.4,,
Wales,Aneurin Bevan University Health Board,Grange University Hospital,Apr 2022-Mar 2023,71.3,,
Wales,Aneurin Bevan University Health Board,Grange University Hospital,Apr 2023-Mar 2024,82.1,,
Wales,Betsi Cadwaladr University Health Board,Glan Clwyd District General Hospital,Apr 2019-Mar 2020,100,,
Wales,Betsi Cadwaladr University Health Board,Glan Clwyd District General Hospital,Apr 2020-Mar 2021,100,,
Wales,Betsi Cadwaladr University Health Board,Glan Clwyd District General Hospital,Apr 2021-Mar 2022,100,,
Wales,Betsi Cadwaladr University Health Board,Glan Clwyd District General Hospital,Apr 2022-Mar 2023,97.8,,
Wales,Betsi Cadwaladr University Health Board,Glan Clwyd District General Hospital,Apr 2023-Mar 2024,100,,
Wales,Betsi Cadwaladr University Health Board,Maelor Hospital,Apr 2019-Mar 2020,95.6,,
Wales,Betsi Cadwaladr University Health Board,Maelor Hospital,Apr 2020-Mar 2021,100,,
Wales,Betsi Cadwaladr University Health Board,Maelor Hospital,Apr 2021-Mar 2022,100,,
Wales,Betsi Cadwaladr University Health Board,Maelor Hospital,Apr 2022-Mar 2023,100,,
Wales,Betsi Cadwaladr University Health Board,Maelor Hospital,Apr 2023-Mar 2024,94.8,,
Wales,Betsi Cadwaladr University Health Board,Ysbyty Gwynedd,Apr 2019-Mar 2020,100,,
Wales,Betsi Cadwaladr University Health Board,Ysbyty Gwynedd,Apr 2020-Mar 2021,97.1,,
Wales,Betsi Cadwaladr University Health Board,Ysbyty Gwynedd,Apr 2021-Mar 2022,100,,
Wales,Betsi Cadwaladr University Health Board,Ysbyty Gwynedd,Apr 2022-Mar 2023,85.2,,
Wales,Betsi Cadwaladr University Health Board,Ysbyty Gwynedd,Apr 2023-Mar 2024,97.1,,
Wales,Cardiff and Vale University Health Board,University Hospital of Wales,Apr 2019-Mar 2020,95.9,,
Wales,Cardiff and Vale University Health Board,University Hospital of Wales,Apr 2020-Mar 2021,91.9,,
Wales,Cardiff and Vale University Health Board,University Hospital of Wales,Apr 2021-Mar 2022,83.8,,
Wales,Cardiff and Vale University Health Board,University Hospital of Wales,Apr 2022-Mar 2023,95.1,,
Wales,Cardiff and Vale University Health Board,University Hospital of Wales,Apr 2023-Mar 2024,95.1,,
Wales,Cwm Taf Morgannwg University Local Health Board,Prince Charles Hospital,Apr 2019-Mar 2020,96.3,,
Wales,Cwm Taf Morgannwg University Local Health Board,Prince Charles Hospital,Apr 2020-Mar 2021,96.6,,
Wales,Cwm Taf Morgannwg University Local Health Board,Prince Charles Hospital,Apr 2021-Mar 2022,95.8,,
Wales,Cwm Taf Morgannwg University Local Health Board,Prince Charles Hospital,Apr 2022-Mar 2023,98.4,,
Wales,Cwm Taf Morgannwg University Local Health Board,Prince Charles Hospital,Apr 2023-Mar 2024,95.7,,
Wales,Cwm Taf Morgannwg University Local Health Board,Princess Of Wales Hospital,Apr 2019-Mar 2020,91.7,,
Wales,Cwm Taf Morgannwg University Local Health Board,Princess Of Wales Hospital,Apr 2020-Mar 2021,100,,
Wales,Cwm Taf Morgannwg University Local Health Board,Princess Of Wales Hospital,Apr 2021-Mar 2022,97.5,,
Wales,Cwm Taf Morgannwg University Local Health Board,Princess Of Wales Hospital,Apr 2022-Mar 2023,97.7,,
Wales,Cwm Taf Morgannwg University Local Health Board,Princess Of Wales Hospital,Apr 2023-Mar 2024,81.5,,
Wales,Cwm Taf Morgannwg University Local Health Board,Royal Glamorgan,Apr 2019-Mar 2020,.,,
Wales,Cwm Taf Morgannwg University Local Health Board,Royal Glamorgan,Apr 2020-Mar 2021,.,,
Wales,Cwm Taf Morgannwg University Local Health Board,Royal Glamorgan,Apr 2021-Mar 2022,.,,
Wales,Cwm Taf Morgannwg University Local Health Board,Royal Glamorgan,Apr 2022-Mar 2023,.,,
Wales,Cwm Taf Morgannwg University Local Health Board,Royal Glamorgan,Apr 2023-Mar 2024,80,,
Wales,Hywel Dda Health Board,Bronglais Hospital,Apr 2019-Mar 2020,100,,
Wales,Hywel Dda Health Board,Bronglais Hospital,Apr 2020-Mar 2021,100,,
Wales,Hywel Dda Health Board,Bronglais Hospital,Apr 2021-Mar 2022,100,,
Wales,Hywel Dda Health Board,Bronglais Hospital,Apr 2022-Mar 2023,100,,
Wales,Hywel Dda Health Board,Bronglais Hospital,Apr 2023-Mar 2024,92.9,,
Wales,Hywel Dda Health Board,Prince Philip Hospital,Apr 2019-Mar 2020,100,,
Wales,Hywel Dda Health Board,Prince Philip Hospital,Apr 2020-Mar 2021,100,,
Wales,Hywel Dda Health Board,Prince Philip Hospital,Apr 2021-Mar 2022,92.3,,
Wales,Hywel Dda Health Board,Prince Philip Hospital,Apr 2022-Mar 2023,90.9,,
Wales,Hywel Dda Health Board,Prince Philip Hospital,Apr 2023-Mar 2024,95,,
Wales,Hywel Dda Health Board,West Wales General,Apr 2019-Mar 2020,100,,
Wales,Hywel Dda Health Board,West Wales General,Apr 2020-Mar 2021,100,,
Wales,Hywel Dda Health Board,West Wales General,Apr 2021-Mar 2022,100,,
Wales,Hywel Dda Health Board,West Wales General,Apr 2022-Mar 2023,75,,
Wales,Hywel Dda Health Board,West Wales General,Apr 2023-Mar 2024,88.9,,
Wales,Hywel Dda Health Board,Withybush General Hospital,Apr 2019-Mar 2020,97.4,,
Wales,Hywel Dda Health Board,Withybush General Hospital,Apr 2020-Mar 2021,100,,
Wales,Hywel Dda Health Board,Withybush General Hospital,Apr 2021-Mar 2022,100,,
Wales,Hywel Dda Health Board,Withybush General Hospital,Apr 2022-Mar 2023,97.7,,
Wales,Hywel Dda Health Board,Withybush General Hospital,Apr 2023-Mar 2024,88.9,,
Wales,Swansea Bay University Local Health Board,Morriston Hospital,Apr 2019-Mar 2020,98.9,,
Wales,Swansea Bay University Local Health Board,Morriston Hospital,Apr 2020-Mar 2021,98.7,,
Wales,Swansea Bay University Local Health Board,Morriston Hospital,Apr 2021-Mar 2022,93.8,,
Wales,Swansea Bay University Local Health Board,Morriston Hospital,Apr 2022-Mar 2023,84.7,,
Wales,Swansea Bay University Local Health Board,Morriston Hospital,Apr 2023-Mar 2024,84.5,,
Northern Ireland,Belfast Health and Social Care Trust,Royal Victoria Hospital Belfast,Apr 2019-Mar 2020,98.5,,
Northern Ireland,Belfast Health and Social Care Trust,Royal Victoria Hospital Belfast,Apr 2020-Mar 2021,99.1,,
Northern Ireland,Belfast Health and Social Care Trust,Royal Victoria Hospital Belfast,Apr 2021-Mar 2022,93.4,,
Northern Ireland,Belfast Health and Social Care Trust,Royal Victoria Hospital Belfast,Apr 2022-Mar 2023,89.5,,
Northern Ireland,Belfast Health and Social Care Trust,Royal Victoria Hospital Belfast,Apr 2023-Mar 2024,77.9,,
Northern Ireland,Northern Health and Social Care Trust,Antrim Area Hospital,Apr 2019-Mar 2020,90.7,,
Northern Ireland,Northern Health and Social Care Trust,Antrim Area Hospital,Apr 2020-Mar 2021,77.2,,
Northern Ireland,Northern Health and Social Care Trust,Antrim Area Hospital,Apr 2021-Mar 2022,80.6,,
Northern Ireland,Northern Health and Social Care Trust,Antrim Area Hospital,Apr 2022-Mar 2023,85.5,,
Northern Ireland,Northern Health and Social Care Trust,Antrim Area Hospital,Apr 2023-Mar 2024,79.2,,
Northern Ireland,Northern Health and Social Care Trust,Causeway Hospital,Apr 2019-Mar 2020,82.4,,
Northern Ireland,Northern Health and Social Care Trust,Causeway Hospital,Apr 2020-Mar 2021,96.4,,
Northern Ireland,Northern Health and Social Care Trust,Causeway Hospital,Apr 2021-Mar 2022,82.4,,
Northern Ireland,Northern Health and Social Care Trust,Causeway Hospital,Apr 2022-Mar 2023,82.8,,
Northern Ireland,Northern Health and Social Care Trust,Causeway Hospital,Apr 2023-Mar 2024,92.9,,
Northern Ireland,South Eastern Health and Social Care Trust,Ulster Hospital,Apr 2019-Mar 2020,94.5,,
Northern Ireland,South Eastern Health and Social Care Trust,Ulster Hospital,Apr 2020-Mar 2021,97.4,,
Northern Ireland,South Eastern Health and Social Care Trust,Ulster Hospital,Apr 2021-Mar 2022,91.9,,
Northern Ireland,South Eastern Health and Social Care Trust,Ulster Hospital,Apr 2022-Mar 2023,98,,
Northern Ireland,South Eastern Health and Social Care Trust,Ulster Hospital,Apr 2023-Mar 2024,95.1,,
Northern Ireland,Southern Health and Social Care Trust,Craigavon Area Hospital,Apr 2019-Mar 2020,100,,
Northern Ireland,Southern Health and Social Care Trust,Craigavon Area Hospital,Apr 2020-Mar 2021,97.7,,
Northern Ireland,Southern Health and Social Care Trust,Craigavon Area Hospital,Apr 2021-Mar 2022,97.2,,
Northern Ireland,Southern Health and Social Care Trust,Craigavon Area Hospital,Apr 2022-Mar 2023,100,,
Northern Ireland,Southern Health and Social Care Trust,Craigavon Area Hospital,Apr 2023-Mar 2024,98.5,,
Northern Ireland,Southern Health and Social Care Trust,Daisy Hill Hospital,Apr 2019-Mar 2020,100,,
Northern Ireland,Southern Health and Social Care Trust,Daisy Hill Hospital,Apr 2020-Mar 2021,100,,
Northern Ireland,Southern Health and Social Care Trust,Daisy Hill Hospital,Apr 2021-Mar 2022,100,,
Northern Ireland,Southern Health and Social Care Trust,Daisy Hill Hospital,Apr 2022-Mar 2023,100,,
Northern Ireland,Southern Health and Social Care Trust,Daisy Hill Hospital,Apr 2023-Mar 2024,96,,
Northern Ireland,Western Health and Social Care Trust,Altnagelvin Hospital,Apr 2019-Mar 2020,100,,
Northern Ireland,Western Health and Social Care Trust,Altnagelvin Hospital,Apr 2020-Mar 2021,63.6,,
Northern Ireland,Western Health and Social Care Trust,Altnagelvin Hospital,Apr 2021-Mar 2022,88.5,,
Northern Ireland,Western Health and Social Care Trust,Altnagelvin Hospital,Apr 2022-Mar 2023,81.8,,
Northern Ireland,Western Health and Social Care Trust,Altnagelvin Hospital,Apr 2023-Mar 2024,87.1,,
Northern Ireland,Western Health and Social Care Trust,South West Acute Hospital,Apr 2019-Mar 2020,100,,
Northern Ireland,Western Health and Social Care Trust,South West Acute Hospital,Apr 2020-Mar 2021,91.3,,
Northern Ireland,Western Health and Social Care Trust,South West Acute Hospital,Apr 2021-Mar 2022,100,,
Northern Ireland,Western Health and Social Care Trust,South West Acute Hospital,Apr 2022-Mar 2023,100,,
Northern Ireland,Western Health and Social Care Trust,South West Acute Hospital,Apr 2023-Mar 2024,77.8,,
Islands,Manx Care,Noble's Hospital,Apr 2019-Mar 2020,84.2,,
Islands,Manx Care,Noble's Hospital,Apr 2020-Mar 2021,66.7,,
Islands,Manx Care,Noble's Hospital,Apr 2021-Mar 2022,50,,
Islands,Manx Care,Noble's Hospital,Apr 2022-Mar 2023,60,,
Islands,Manx Care,Noble's Hospital,Apr 2023-Mar 2024,66.7,,
Islands,States of Jersey Health and Social Services,Jersey Health & Community Services Acute Episode,Apr 2019-Mar 2020,70.6,,
Islands,States of Jersey Health and Social Services,Jersey Health & Community Services Acute Episode,Apr 2020-Mar 2021,60,,
Islands,States of Jersey Health and Social Services,Jersey Health & Community Services Acute Episode,Apr 2021-Mar 2022,56.5,,
Islands,States of Jersey Health and Social Services,Jersey Health & Community Services Acute Episode,Apr 2022-Mar 2023,71.4,,
Islands,States of Jersey Health and Social Services,Jersey Health & Community Services Acute Episode,Apr 2023-Mar 2024,50,,
London,"Barking, Havering and Redbridge University Hospitals NHS Trust",Queens Hospital Romford SU,Apr 2019-Mar 2020,76.7,,
London,"Barking, Havering and Redbridge University Hospitals NHS Trust",Queens Hospital Romford SU,Apr 2020-Mar 2021,86.2,,
London,"Barking, Havering and Redbridge University Hospitals NHS Trust",Queens Hospital Romford SU,Apr 2021-Mar 2022,65.9,,
London,"Barking, Havering and Redbridge University Hospitals NHS Trust",Queens Hospital Romford SU,Apr 2022-Mar 2023,47.7,,
London,"Barking, Havering and Redbridge University Hospitals NHS Trust",Queens Hospital Romford SU,Apr 2023-Mar 2024,56.5,,
London,Barts Health NHS Trust,Newham General Hospital,Apr 2019-Mar 2020,34.7,,
London,Barts Health NHS Trust,Newham General Hospital,Apr 2020-Mar 2021,28.3,,
London,Barts Health NHS Trust,Newham General Hospital,Apr 2021-Mar 2022,31,,
London,Barts Health NHS Trust,Newham General Hospital,Apr 2022-Mar 2023,33.3,,
London,Barts Health NHS Trust,Newham General Hospital,Apr 2023-Mar 2024,50,,
London,Barts Health NHS Trust,Royal London Hospital SU,Apr 2019-Mar 2020,93.1,,
London,Barts Health NHS Trust,Royal London Hospital SU,Apr 2020-Mar 2021,88.9,,
London,Barts Health NHS Trust,Royal London Hospital SU,Apr 2021-Mar 2022,82.9,,
London,Barts Health NHS Trust,Royal London Hospital SU,Apr 2022-Mar 2023,61.8,,
London,Barts Health NHS Trust,Royal London Hospital SU,Apr 2023-Mar 2024,73.1,,
London,Barts Health NHS Trust,Whipps Cross University Hospital,Apr 2019-Mar 2020,42.1,,
London,Barts Health NHS Trust,Whipps Cross University Hospital,Apr 2020-Mar 2021,53.6,,
London,Barts Health NHS Trust,Whipps Cross University Hospital,Apr 2021-Mar 2022,45.5,,
London,Barts Health NHS Trust,Whipps Cross University Hospital,Apr 2022-Mar 2023,52.9,,
London,Barts Health NHS Trust,Whipps Cross University Hospital,Apr 2023-Mar 2024,54.5,,
London,Chelsea and Westminster Hospital NHS Foundation Trust,Chelsea and Westminster Hospital,Apr 2019-Mar 2020,78.3,,
London,Chelsea and Westminster Hospital NHS Foundation Trust,Chelsea and Westminster Hospital,Apr 2020-Mar 2021,86.4,,
London,Chelsea and Westminster Hospital NHS Foundation Trust,Chelsea and Westminster Hospital,Apr 2021-Mar 2022,75,,
London,Chelsea and Westminster Hospital NHS Foundation Trust,Chelsea and Westminster Hospital,Apr 2022-Mar 2023,66.7,,
London,Chelsea and Westminster Hospital NHS Foundation Trust,Chelsea and Westminster Hospital,Apr 2023-Mar 2024,66.7,,
London,Chelsea and Westminster Hospital NHS Foundation Trust,West Middlesex University Hospital,Apr 2019-Mar 2020,61.5,,
London,Chelsea and Westminster Hospital NHS Foundation Trust,West Middlesex University Hospital,Apr 2020-Mar 2021,86.7,,
London,Chelsea and Westminster Hospital NHS Foundation Trust,West Middlesex University Hospital,Apr 2021-Mar 2022,100,,
London,Chelsea and Westminster Hospital NHS Foundation Trust,West Middlesex University Hospital,Apr 2022-Mar 2023,88.2,,
London,Chelsea and Westminster Hospital NHS Foundation Trust,West Middlesex University Hospital,Apr 2023-Mar 2024,88.2,,
London,Croydon Health Services NHS Trust,Croydon University Hospital,Apr 2019-Mar 2020,36,,
London,Croydon Health Services NHS Trust,Croydon University Hospital,Apr 2020-Mar 2021,30,,
London,Croydon Health Services NHS Trust,Croydon University Hospital,Apr 2021-Mar 2022,33.3,,
London,Croydon Health Services NHS Trust,Croydon University Hospital,Apr 2022-Mar 2023,35.2,,
London,Croydon Health Services NHS Trust,Croydon University Hospital,Apr 2023-Mar 2024,37,,
London,Epsom and St Helier University Hospitals NHS Trust,St Helier Hospital,Apr 2019-Mar 2020,77.8,,
London,Epsom and St Helier University Hospitals NHS Trust,St Helier Hospital,Apr 2020-Mar 2021,47.4,,
London,Epsom and St Helier University Hospitals NHS Trust,St Helier Hospital,Apr 2021-Mar 2022,78.6,,
London,Epsom and St Helier University Hospitals NHS Trust,St Helier Hospital,Apr 2022-Mar 2023,42.9,,
London,Epsom and St Helier University Hospitals NHS Trust,St Helier Hospital,Apr 2023-Mar 2024,83.3,,
London,Guy's and St Thomas' NHS Foundation Trust,St Thomas Hospital,Apr 2019-Mar 2020,84,,
London,Guy's and St Thomas' NHS Foundation Trust,St Thomas Hospital,Apr 2020-Mar 2021,72.2,,
London,Guy's and St Thomas' NHS Foundation Trust,St Thomas Hospital,Apr 2021-Mar 2022,76.5,,
London,Guy's and St Thomas' NHS Foundation Trust,St Thomas Hospital,Apr 2022-Mar 2023,92.3,,
London,Guy's and St Thomas' NHS Foundation Trust,St Thomas Hospital,Apr 2023-Mar 2024,88,,
London,Hillingdon Hospitals NHS Foundation Trust,Hillingdon Hospital,Apr 2019-Mar 2020,78.1,,
London,Hillingdon Hospitals NHS Foundation Trust,Hillingdon Hospital,Apr 2020-Mar 2021,80,,
London,Hillingdon Hospitals NHS Foundation Trust,Hillingdon Hospital,Apr 2021-Mar 2022,88.9,,
London,Hillingdon Hospitals NHS Foundation Trust,Hillingdon Hospital,Apr 2022-Mar 2023,59.1,,
London,Hillingdon Hospitals NHS Foundation Trust,Hillingdon Hospital,Apr 2023-Mar 2024,35.4,,
London,Homerton Healthcare NHS Foundation Trust,Homerton University Hospital,Apr 2019-Mar 2020,100,,
London,Homerton Healthcare NHS Foundation Trust,Homerton University Hospital,Apr 2020-Mar 2021,78.3,,
London,Homerton Healthcare NHS Foundation Trust,Homerton University Hospital,Apr 2021-Mar 2022,66.7,,
London,Homerton Healthcare NHS Foundation Trust,Homerton University Hospital,Apr 2022-Mar 2023,57.7,,
London,Homerton Healthcare NHS Foundation Trust,Homerton University Hospital,Apr 2023-Mar 2024,63.2,,
London,Imperial College Healthcare NHS Trust,Charing Cross Hospital SU - Nine South Ward,Apr 2019-Mar 2020,89.2,,
London,Imperial College Healthcare NHS Trust,Charing Cross Hospital SU - Nine South Ward,Apr 2020-Mar 2021,82.8,,
London,Imperial College Healthcare NHS Trust,Charing Cross Hospital SU - Nine South Ward,Apr 2021-Mar 2022,73.3,,
London,Imperial College Healthcare NHS Trust,Charing Cross Hospital SU - Nine South Ward,Apr 2022-Mar 2023,80,,
London,Imperial College Healthcare NHS Trust,Charing Cross Hospital SU - Nine South Ward,Apr 2023-Mar 2024,86.4,,
London,King's College Hospital NHS Foundation Trust,King's College Hospital SU,Apr 2019-Mar 2020,100,,
London,King's College Hospital NHS Foundation Trust,King's College Hospital SU,Apr 2020-Mar 2021,93.3,,
London,King's College Hospital NHS Foundation Trust,King's College Hospital SU,Apr 2021-Mar 2022,78.6,,
London,King's College Hospital NHS Foundation Trust,King's College Hospital SU,Apr 2022-Mar 2023,90.5,,
London,King's College Hospital NHS Foundation Trust,King's College Hospital SU,Apr 2023-Mar 2024,95,,
London,King's College Hospital NHS Foundation Trust,Princess Royal University Hospital SU,Apr 2019-Mar 2020,97.6,,
London,King's College Hospital NHS Foundation Trust,Princess Royal University Hospital SU,Apr 2020-Mar 2021,100,,
London,King's College Hospital NHS Foundation Trust,Princess Royal University Hospital SU,Apr 2021-Mar 2022,97,,
London,King's College Hospital NHS Foundation Trust,Princess Royal University Hospital SU,Apr 2022-Mar 2023,100,,
London,King's College Hospital NHS Foundation Trust,Princess Royal University Hospital SU,Apr 2023-Mar 2024,94,,
London,Kingston Hospital NHS Foundation Trust,Kingston Hospital,Apr 2019-Mar 2020,30.8,,
London,Kingston Hospital NHS Foundation Trust,Kingston Hospital,Apr 2020-Mar 2021,21.4,,
London,Kingston Hospital NHS Foundation Trust,Kingston Hospital,Apr 2021-Mar 2022,36.7,,
London,Kingston Hospital NHS Foundation Trust,Kingston Hospital,Apr 2022-Mar 2023,43.8,,
London,Kingston Hospital NHS Foundation Trust,Kingston Hospital,Apr 2023-Mar 2024,32.6,,
London,Lewisham and Greenwich NHS Trust,University Hospital Lewisham,Apr 2019-Mar 2020,78,,
London,Lewisham and Greenwich NHS Trust,University Hospital Lewisham,Apr 2020-Mar 2021,92.7,,
London,Lewisham and Greenwich NHS Trust,University Hospital Lewisham,Apr 2021-Mar 2022,88.9,,
London,Lewisham and Greenwich NHS Trust,University Hospital Lewisham,Apr 2022-Mar 2023,86.5,,
London,Lewisham and Greenwich NHS Trust,University Hospital Lewisham,Apr 2023-Mar 2024,93.2,,
London,London North West University Healthcare NHS Trust,Northwick Park Hospital SU,Apr 2019-Mar 2020,87.6,,
London,London North West University Healthcare NHS Trust,Northwick Park Hospital SU,Apr 2020-Mar 2021,91.6,,
London,London North West University Healthcare NHS Trust,Northwick Park Hospital SU,Apr 2021-Mar 2022,82.2,,
London,London North West University Healthcare NHS Trust,Northwick Park Hospital SU,Apr 2022-Mar 2023,83.5,,
London,London North West University Healthcare NHS Trust,Northwick Park Hospital SU,Apr 2023-Mar 2024,90.2,,
London,North Middlesex University Hospital NHS Trust,North Middlesex Hospital,Apr 2019-Mar 2020,85.3,,
London,North Middlesex University Hospital NHS Trust,North Middlesex Hospital,Apr 2020-Mar 2021,48.6,,
London,North Middlesex University Hospital NHS Trust,North Middlesex Hospital,Apr 2021-Mar 2022,48.1,,
London,North Middlesex University Hospital NHS Trust,North Middlesex Hospital,Apr 2022-Mar 2023,68.4,,
London,North Middlesex University Hospital NHS Trust,North Middlesex Hospital,Apr 2023-Mar 2024,48.3,,
