ISDN,site.name,Hospital,date,n.stroke
West of England,Gloucestershire Hospitals NHS Foundation Trust,Gloucestershire Royal Hospital,Apr 2022-Mar 2023,982
West of England,Gloucestershire Hospitals NHS Foundation Trust,Gloucestershire Royal Hospital,Apr 2023-Mar 2024,971
West of England,Great Western Hospitals NHS Foundation Trust,Great Western Hospital Swindon,Apr 2019-Mar 2020,568
West of England,Great Western Hospitals NHS Foundation Trust,Great Western Hospital Swindon,Apr 2020-Mar 2021,574
West of England,Great Western Hospitals NHS Foundation Trust,Great Western Hospital Swindon,Apr 2021-Mar 2022,667
West of England,Great Western Hospitals NHS Foundation Trust,Great Western Hospital Swindon,Apr 2022-Mar 2023,600
West of England,Great Western Hospitals NHS Foundation Trust,Great Western Hospital Swindon,Apr 2023-Mar 2024,688
West of England,North Bristol NHS Trust,North Bristol Hospitals,Apr 2019-Mar 2020,929
West of England,North Bristol NHS Trust,North Bristol Hospitals,Apr 2020-Mar 2021,902
West of England,North Bristol NHS Trust,North Bristol Hospitals,Apr 2021-Mar 2022,1013
West of England,North Bristol NHS Trust,North Bristol Hospitals,Apr 2022-Mar 2023,999
West of England,North Bristol NHS Trust,Bristol and Weston SU,Apr 2023-Mar 2024,1532
West of England,Royal United Hospitals Bath NHS Foundation Trust,Royal United Hospital Bath,Apr 2019-Mar 2020,692
West of England,Royal United Hospitals Bath NHS Foundation Trust,Royal United Hospital Bath,Apr 2020-Mar 2021,652
West of England,Royal United Hospitals Bath NHS Foundation Trust,Royal United Hospital Bath,Apr 2021-Mar 2022,695
West of England,Royal United Hospitals Bath NHS Foundation Trust,Royal United Hospital Bath,Apr 2022-Mar 2023,710
West of England,Royal United Hospitals Bath NHS Foundation Trust,Royal United Hospital Bath,Apr 2023-Mar 2024,746
West of England,Salisbury NHS Foundation Trust,Salisbury District Hospital,Apr 2019-Mar 2020,396
West of England,Salisbury NHS Foundation Trust,Salisbury District Hospital,Apr 2020-Mar 2021,374
West of England,Salisbury NHS Foundation Trust,Salisbury District Hospital,Apr 2021-Mar 2022,360
West of England,Salisbury NHS Foundation Trust,Salisbury District Hospital,Apr 2022-Mar 2023,341
West of England,Salisbury NHS Foundation Trust,Salisbury District Hospital,Apr 2023-Mar 2024,367
West of England,Somerset NHS Foundation Trust,Musgrove Park Hospital,Apr 2019-Mar 2020,691
West of England,Somerset NHS Foundation Trust,Musgrove Park Hospital,Apr 2020-Mar 2021,536
West of England,Somerset NHS Foundation Trust,Musgrove Park Hospital,Apr 2021-Mar 2022,705
West of England,Somerset NHS Foundation Trust,Musgrove Park Hospital,Apr 2022-Mar 2023,734
West of England,Somerset NHS Foundation Trust,Musgrove Park Hospital,Apr 2023-Mar 2024,760
West of England,Yeovil District Hospital NHS Foundation Trust,Yeovil District Hospital,Apr 2019-Mar 2020,446
West of England,Yeovil District Hospital NHS Foundation Trust,Yeovil District Hospital,Apr 2020-Mar 2021,419
West of England,Yeovil District Hospital NHS Foundation Trust,Yeovil District Hospital,Apr 2021-Mar 2022,457
West of England,Yeovil District Hospital NHS Foundation Trust,Yeovil District Hospital,Apr 2022-Mar 2023,415
West of England,Somerset NHS Foundation Trust,Yeovil District Hospital,Apr 2023-Mar 2024,455
Wales,Aneurin Bevan University Health Board,Grange University Hospital,Apr 2019-Mar 2020,.
Wales,Aneurin Bevan University Health Board,Grange University Hospital,Apr 2020-Mar 2021,278
Wales,Aneurin Bevan University Health Board,Grange University Hospital,Apr 2021-Mar 2022,743
Wales,Aneurin Bevan University Health Board,Grange University Hospital,Apr 2022-Mar 2023,694
Wales,Aneurin Bevan University Health Board,Grange University Hospital,Apr 2023-Mar 2024,792
Wales,Betsi Cadwaladr University Health Board,Glan Clwyd District General Hospital,Apr 2019-Mar 2020,442
Wales,Betsi Cadwaladr University Health Board,Glan Clwyd District General Hospital,Apr 2020-Mar 2021,354
Wales,Betsi Cadwaladr University Health Board,Glan Clwyd District General Hospital,Apr 2021-Mar 2022,407
Wales,Betsi Cadwaladr University Health Board,Glan Clwyd District General Hospital,Apr 2022-Mar 2023,390
Wales,Betsi Cadwaladr University Health Board,Glan Clwyd District General Hospital,Apr 2023-Mar 2024,473
Wales,Betsi Cadwaladr University Health Board,Maelor Hospital,Apr 2019-Mar 2020,481
Wales,Betsi Cadwaladr University Health Board,Maelor Hospital,Apr 2020-Mar 2021,389
Wales,Betsi Cadwaladr University Health Board,Maelor Hospital,Apr 2021-Mar 2022,382
Wales,Betsi Cadwaladr University Health Board,Maelor Hospital,Apr 2022-Mar 2023,356
Wales,Betsi Cadwaladr University Health Board,Maelor Hospital,Apr 2023-Mar 2024,428
Wales,Betsi Cadwaladr University Health Board,Ysbyty Gwynedd,Apr 2019-Mar 2020,333
Wales,Betsi Cadwaladr University Health Board,Ysbyty Gwynedd,Apr 2020-Mar 2021,350
Wales,Betsi Cadwaladr University Health Board,Ysbyty Gwynedd,Apr 2021-Mar 2022,335
Wales,Betsi Cadwaladr University Health Board,Ysbyty Gwynedd,Apr 2022-Mar 2023,264
Wales,Betsi Cadwaladr University Health Board,Ysbyty Gwynedd,Apr 2023-Mar 2024,371
Wales,Cardiff and Vale University Health Board,University Hospital of Wales,Apr 2019-Mar 2020,643
Wales,Cardiff and Vale University Health Board,University Hospital of Wales,Apr 2020-Mar 2021,656
Wales,Cardiff and Vale University Health Board,University Hospital of Wales,Apr 2021-Mar 2022,772
Wales,Cardiff and Vale University Health Board,University Hospital of Wales,Apr 2022-Mar 2023,753
Wales,Cardiff and Vale University Health Board,University Hospital of Wales,Apr 2023-Mar 2024,698
Wales,Cwm Taf Morgannwg University Local Health Board,Prince Charles Hospital,Apr 2019-Mar 2020,608
Wales,Cwm Taf Morgannwg University Local Health Board,Prince Charles Hospital,Apr 2020-Mar 2021,583
Wales,Cwm Taf Morgannwg University Local Health Board,Prince Charles Hospital,Apr 2021-Mar 2022,569
Wales,Cwm Taf Morgannwg University Local Health Board,Prince Charles Hospital,Apr 2022-Mar 2023,515
Wales,Cwm Taf Morgannwg University Local Health Board,Prince Charles Hospital,Apr 2023-Mar 2024,576
Wales,Cwm Taf Morgannwg University Local Health Board,Princess Of Wales Hospital,Apr 2019-Mar 2020,358
Wales,Cwm Taf Morgannwg University Local Health Board,Princess Of Wales Hospital,Apr 2020-Mar 2021,256
Wales,Cwm Taf Morgannwg University Local Health Board,Princess Of Wales Hospital,Apr 2021-Mar 2022,365
Wales,Cwm Taf Morgannwg University Local Health Board,Princess Of Wales Hospital,Apr 2022-Mar 2023,332
Wales,Cwm Taf Morgannwg University Local Health Board,Princess Of Wales Hospital,Apr 2023-Mar 2024,364
Wales,Cwm Taf Morgannwg University Local Health Board,Royal Glamorgan,Apr 2019-Mar 2020,.
Wales,Cwm Taf Morgannwg University Local Health Board,Royal Glamorgan,Apr 2020-Mar 2021,.
Wales,Cwm Taf Morgannwg University Local Health Board,Royal Glamorgan,Apr 2021-Mar 2022,.
Wales,Cwm Taf Morgannwg University Local Health Board,Royal Glamorgan,Apr 2022-Mar 2023,.
Wales,Cwm Taf Morgannwg University Local Health Board,Royal Glamorgan,Apr 2023-Mar 2024,134
Wales,Hywel Dda Health Board,Bronglais Hospital,Apr 2019-Mar 2020,145
Wales,Hywel Dda Health Board,Bronglais Hospital,Apr 2020-Mar 2021,121
Wales,Hywel Dda Health Board,Bronglais Hospital,Apr 2021-Mar 2022,132
Wales,Hywel Dda Health Board,Bronglais Hospital,Apr 2022-Mar 2023,136
Wales,Hywel Dda Health Board,Bronglais Hospital,Apr 2023-Mar 2024,171
Wales,Hywel Dda Health Board,Prince Philip Hospital,Apr 2019-Mar 2020,184
Wales,Hywel Dda Health Board,Prince Philip Hospital,Apr 2020-Mar 2021,163
Wales,Hywel Dda Health Board,Prince Philip Hospital,Apr 2021-Mar 2022,173
Wales,Hywel Dda Health Board,Prince Philip Hospital,Apr 2022-Mar 2023,130
Wales,Hywel Dda Health Board,Prince Philip Hospital,Apr 2023-Mar 2024,163
Wales,Hywel Dda Health Board,West Wales General,Apr 2019-Mar 2020,206
Wales,Hywel Dda Health Board,West Wales General,Apr 2020-Mar 2021,211
Wales,Hywel Dda Health Board,West Wales General,Apr 2021-Mar 2022,210
Wales,Hywel Dda Health Board,West Wales General,Apr 2022-Mar 2023,228
Wales,Hywel Dda Health Board,West Wales General,Apr 2023-Mar 2024,247
Wales,Hywel Dda Health Board,Withybush General Hospital,Apr 2019-Mar 2020,230
Wales,Hywel Dda Health Board,Withybush General Hospital,Apr 2020-Mar 2021,196
Wales,Hywel Dda Health Board,Withybush General Hospital,Apr 2021-Mar 2022,210
Wales,Hywel Dda Health Board,Withybush General Hospital,Apr 2022-Mar 2023,224
Wales,Hywel Dda Health Board,Withybush General Hospital,Apr 2023-Mar 2024,225
Wales,Swansea Bay University Local Health Board,Morriston Hospital,Apr 2019-Mar 2020,582
Wales,Swansea Bay University Local Health Board,Morriston Hospital,Apr 2020-Mar 2021,508
Wales,Swansea Bay University Local Health Board,Morriston Hospital,Apr 2021-Mar 2022,625
Wales,Swansea Bay University Local Health Board,Morriston Hospital,Apr 2022-Mar 2023,630
Wales,Swansea Bay University Local Health Board,Morriston Hospital,Apr 2023-Mar 2024,645
Northern Ireland,Belfast Health and Social Care Trust,Royal Victoria Hospital Belfast,Apr 2019-Mar 2020,764
Northern Ireland,Belfast Health and Social Care Trust,Royal Victoria Hospital Belfast,Apr 2020-Mar 2021,750
Northern Ireland,Belfast Health and Social Care Trust,Royal Victoria Hospital Belfast,Apr 2021-Mar 2022,695
Northern Ireland,Belfast Health and Social Care Trust,Royal Victoria Hospital Belfast,Apr 2022-Mar 2023,872
Northern Ireland,Belfast Health and Social Care Trust,Royal Victoria Hospital Belfast,Apr 2023-Mar 2024,813
Northern Ireland,Northern Health and Social Care Trust,Antrim Area Hospital,Apr 2019-Mar 2020,448
Northern Ireland,Northern Health and Social Care Trust,Antrim Area Hospital,Apr 2020-Mar 2021,492
Northern Ireland,Northern Health and Social Care Trust,Antrim Area Hospital,Apr 2021-Mar 2022,551
Northern Ireland,Northern Health and Social Care Trust,Antrim Area Hospital,Apr 2022-Mar 2023,509
Northern Ireland,Northern Health and Social Care Trust,Antrim Area Hospital,Apr 2023-Mar 2024,514
Northern Ireland,Northern Health and Social Care Trust,Causeway Hospital,Apr 2019-Mar 2020,211
Northern Ireland,Northern Health and Social Care Trust,Causeway Hospital,Apr 2020-Mar 2021,184
Northern Ireland,Northern Health and Social Care Trust,Causeway Hospital,Apr 2021-Mar 2022,189
Northern Ireland,Northern Health and Social Care Trust,Causeway Hospital,Apr 2022-Mar 2023,215
Northern Ireland,Northern Health and Social Care Trust,Causeway Hospital,Apr 2023-Mar 2024,250
Northern Ireland,South Eastern Health and Social Care Trust,Ulster Hospital,Apr 2019-Mar 2020,441
Northern Ireland,South Eastern Health and Social Care Trust,Ulster Hospital,Apr 2020-Mar 2021,507
Northern Ireland,South Eastern Health and Social Care Trust,Ulster Hospital,Apr 2021-Mar 2022,530
Northern Ireland,South Eastern Health and Social Care Trust,Ulster Hospital,Apr 2022-Mar 2023,540
Northern Ireland,South Eastern Health and Social Care Trust,Ulster Hospital,Apr 2023-Mar 2024,565
Northern Ireland,Southern Health and Social Care Trust,Craigavon Area Hospital,Apr 2019-Mar 2020,378
Northern Ireland,Southern Health and Social Care Trust,Craigavon Area Hospital,Apr 2020-Mar 2021,449
Northern Ireland,Southern Health and Social Care Trust,Craigavon Area Hospital,Apr 2021-Mar 2022,399
Northern Ireland,Southern Health and Social Care Trust,Craigavon Area Hospital,Apr 2022-Mar 2023,420
Northern Ireland,Southern Health and Social Care Trust,Craigavon Area Hospital,Apr 2023-Mar 2024,582
Northern Ireland,Southern Health and Social Care Trust,Daisy Hill Hospital,Apr 2019-Mar 2020,183
Northern Ireland,Southern Health and Social Care Trust,Daisy Hill Hospital,Apr 2020-Mar 2021,115
Northern Ireland,Southern Health and Social Care Trust,Daisy Hill Hospital,Apr 2021-Mar 2022,185
Northern Ireland,Southern Health and Social Care Trust,Daisy Hill Hospital,Apr 2022-Mar 2023,197
Northern Ireland,Southern Health and Social Care Trust,Daisy Hill Hospital,Apr 2023-Mar 2024,164
Northern Ireland,Western Health and Social Care Trust,Altnagelvin Hospital,Apr 2019-Mar 2020,209
Northern Ireland,Western Health and Social Care Trust,Altnagelvin Hospital,Apr 2020-Mar 2021,160
Northern Ireland,Western Health and Social Care Trust,Altnagelvin Hospital,Apr 2021-Mar 2022,219
Northern Ireland,Western Health and Social Care Trust,Altnagelvin Hospital,Apr 2022-Mar 2023,270
Northern Ireland,Western Health and Social Care Trust,Altnagelvin Hospital,Apr 2023-Mar 2024,301
Northern Ireland,Western Health and Social Care Trust,South West Acute Hospital,Apr 2019-Mar 2020,191
Northern Ireland,Western Health and Social Care Trust,South West Acute Hospital,Apr 2020-Mar 2021,139
Northern Ireland,Western Health and Social Care Trust,South West Acute Hospital,Apr 2021-Mar 2022,170
Northern Ireland,Western Health and Social Care Trust,South West Acute Hospital,Apr 2022-Mar 2023,205
Northern Ireland,Western Health and Social Care Trust,South West Acute Hospital,Apr 2023-Mar 2024,190
Islands,Manx Care,Noble's Hospital,Apr 2019-Mar 2020,157
Islands,Manx Care,Noble's Hospital,Apr 2020-Mar 2021,161
Islands,Manx Care,Noble's Hospital,Apr 2021-Mar 2022,176
Islands,Manx Care,Noble's Hospital,Apr 2022-Mar 2023,178
Islands,Manx Care,Noble's Hospital,Apr 2023-Mar 2024,161
Islands,States of Jersey Health and Social Services,Jersey Health & Community Services Acute Episode,Apr 2019-Mar 2020,152
Islands,States of Jersey Health and Social Services,Jersey Health & Community Services Acute Episode,Apr 2020-Mar 2021,140
Islands,States of Jersey Health and Social Services,Jersey Health & Community Services Acute Episode,Apr 2021-Mar 2022,133
Islands,States of Jersey Health and Social Services,Jersey Health & Community Services Acute Episode,Apr 2022-Mar 2023,136
Islands,States of Jersey Health and Social Services,Jersey Health & Community Services Acute Episode,Apr 2023-Mar 2024,47
London,"Barking, Havering and Redbridge University Hospitals NHS Trust",Queens Hospital Romford SU,Apr 2019-Mar 2020,706
London,"Barking, Havering and Redbridge University Hospitals NHS Trust",Queens Hospital Romford SU,Apr 2020-Mar 2021,489
London,"Barking, Havering and Redbridge University Hospitals NHS Trust",Queens Hospital Romford SU,Apr 2021-Mar 2022,496
London,"Barking, Havering and Redbridge University Hospitals NHS Trust",Queens Hospital Romford SU,Apr 2022-Mar 2023,447
London,"Barking, Havering and Redbridge University Hospitals NHS Trust",Queens Hospital Romford SU,Apr 2023-Mar 2024,416
London,Barts Health NHS Trust,Newham General Hospital,Apr 2019-Mar 2020,173
London,Barts Health NHS Trust,Newham General Hospital,Apr 2020-Mar 2021,161
London,Barts Health NHS Trust,Newham General Hospital,Apr 2021-Mar 2022,149
London,Barts Health NHS Trust,Newham General Hospital,Apr 2022-Mar 2023,147
London,Barts Health NHS Trust,Newham General Hospital,Apr 2023-Mar 2024,119
London,Barts Health NHS Trust,Royal London Hospital SU,Apr 2019-Mar 2020,502
London,Barts Health NHS Trust,Royal London Hospital SU,Apr 2020-Mar 2021,494
London,Barts Health NHS Trust,Royal London Hospital SU,Apr 2021-Mar 2022,409
London,Barts Health NHS Trust,Royal London Hospital SU,Apr 2022-Mar 2023,480
London,Barts Health NHS Trust,Royal London Hospital SU,Apr 2023-Mar 2024,465
London,Barts Health NHS Trust,Whipps Cross University Hospital,Apr 2019-Mar 2020,159
London,Barts Health NHS Trust,Whipps Cross University Hospital,Apr 2020-Mar 2021,168
London,Barts Health NHS Trust,Whipps Cross University Hospital,Apr 2021-Mar 2022,199
London,Barts Health NHS Trust,Whipps Cross University Hospital,Apr 2022-Mar 2023,186
London,Barts Health NHS Trust,Whipps Cross University Hospital,Apr 2023-Mar 2024,179
London,Chelsea and Westminster Hospital NHS Foundation Trust,Chelsea and Westminster Hospital,Apr 2019-Mar 2020,186
London,Chelsea and Westminster Hospital NHS Foundation Trust,Chelsea and Westminster Hospital,Apr 2020-Mar 2021,193
London,Chelsea and Westminster Hospital NHS Foundation Trust,Chelsea and Westminster Hospital,Apr 2021-Mar 2022,138
London,Chelsea and Westminster Hospital NHS Foundation Trust,Chelsea and Westminster Hospital,Apr 2022-Mar 2023,145
London,Chelsea and Westminster Hospital NHS Foundation Trust,Chelsea and Westminster Hospital,Apr 2023-Mar 2024,160
London,Chelsea and Westminster Hospital NHS Foundation Trust,West Middlesex University Hospital,Apr 2019-Mar 2020,208
London,Chelsea and Westminster Hospital NHS Foundation Trust,West Middlesex University Hospital,Apr 2020-Mar 2021,167
London,Chelsea and Westminster Hospital NHS Foundation Trust,West Middlesex University Hospital,Apr 2021-Mar 2022,199
London,Chelsea and Westminster Hospital NHS Foundation Trust,West Middlesex University Hospital,Apr 2022-Mar 2023,184
London,Chelsea and Westminster Hospital NHS Foundation Trust,West Middlesex University Hospital,Apr 2023-Mar 2024,212
London,Croydon Health Services NHS Trust,Croydon University Hospital,Apr 2019-Mar 2020,239
London,Croydon Health Services NHS Trust,Croydon University Hospital,Apr 2020-Mar 2021,233
London,Croydon Health Services NHS Trust,Croydon University Hospital,Apr 2021-Mar 2022,266
London,Croydon Health Services NHS Trust,Croydon University Hospital,Apr 2022-Mar 2023,338
London,Croydon Health Services NHS Trust,Croydon University Hospital,Apr 2023-Mar 2024,307
London,Epsom and St Helier University Hospitals NHS Trust,St Helier Hospital,Apr 2019-Mar 2020,184
London,Epsom and St Helier University Hospitals NHS Trust,St Helier Hospital,Apr 2020-Mar 2021,192
London,Epsom and St Helier University Hospitals NHS Trust,St Helier Hospital,Apr 2021-Mar 2022,184
London,Epsom and St Helier University Hospitals NHS Trust,St Helier Hospital,Apr 2022-Mar 2023,194
London,Epsom and St Helier University Hospitals NHS Trust,St Helier Hospital,Apr 2023-Mar 2024,207
London,Guy's and St Thomas' NHS Foundation Trust,St Thomas Hospital,Apr 2019-Mar 2020,200
London,Guy's and St Thomas' NHS Foundation Trust,St Thomas Hospital,Apr 2020-Mar 2021,163
London,Guy's and St Thomas' NHS Foundation Trust,St Thomas Hospital,Apr 2021-Mar 2022,194
London,Guy's and St Thomas' NHS Foundation Trust,St Thomas Hospital,Apr 2022-Mar 2023,194
London,Guy's and St Thomas' NHS Foundation Trust,St Thomas Hospital,Apr 2023-Mar 2024,210
London,Hillingdon Hospitals NHS Foundation Trust,Hillingdon Hospital,Apr 2019-Mar 2020,210
London,Hillingdon Hospitals NHS Foundation Trust,Hillingdon Hospital,Apr 2020-Mar 2021,155
London,Hillingdon Hospitals NHS Foundation Trust,Hillingdon Hospital,Apr 2021-Mar 2022,133
London,Hillingdon Hospitals NHS Foundation Trust,Hillingdon Hospital,Apr 2022-Mar 2023,187
London,Hillingdon Hospitals NHS Foundation Trust,Hillingdon Hospital,Apr 2023-Mar 2024,242
London,Homerton Healthcare NHS Foundation Trust,Homerton University Hospital,Apr 2019-Mar 2020,175
London,Homerton Healthcare NHS Foundation Trust,Homerton University Hospital,Apr 2020-Mar 2021,152
London,Homerton Healthcare NHS Foundation Trust,Homerton University Hospital,Apr 2021-Mar 2022,114
London,Homerton Healthcare NHS Foundation Trust,Homerton University Hospital,Apr 2022-Mar 2023,131
London,Homerton Healthcare NHS Foundation Trust,Homerton University Hospital,Apr 2023-Mar 2024,141
London,Imperial College Healthcare NHS Trust,Charing Cross Hospital SU - Nine South Ward,Apr 2019-Mar 2020,318
London,Imperial College Healthcare NHS Trust,Charing Cross Hospital SU - Nine South Ward,Apr 2020-Mar 2021,301
London,Imperial College Healthcare NHS Trust,Charing Cross Hospital SU - Nine South Ward,Apr 2021-Mar 2022,350
London,Imperial College Healthcare NHS Trust,Charing Cross Hospital SU - Nine South Ward,Apr 2022-Mar 2023,289
London,Imperial College Healthcare NHS Trust,Charing Cross Hospital SU - Nine South Ward,Apr 2023-Mar 2024,304
London,King's College Hospital NHS Foundation Trust,King's College Hospital SU,Apr 2019-Mar 2020,117
London,King's College Hospital NHS Foundation Trust,King's College Hospital SU,Apr 2020-Mar 2021,121
London,King's College Hospital NHS Foundation Trust,King's College Hospital SU,Apr 2021-Mar 2022,107
London,King's College Hospital NHS Foundation Trust,King's College Hospital SU,Apr 2022-Mar 2023,154
London,King's College Hospital NHS Foundation Trust,King's College Hospital SU,Apr 2023-Mar 2024,161
London,King's College Hospital NHS Foundation Trust,Princess Royal University Hospital SU,Apr 2019-Mar 2020,401
London,King's College Hospital NHS Foundation Trust,Princess Royal University Hospital SU,Apr 2020-Mar 2021,388
London,King's College Hospital NHS Foundation Trust,Princess Royal University Hospital SU,Apr 2021-Mar 2022,412
London,King's College Hospital NHS Foundation Trust,Princess Royal University Hospital SU,Apr 2022-Mar 2023,456
London,King's College Hospital NHS Foundation Trust,Princess Royal University Hospital SU,Apr 2023-Mar 2024,518
London,Kingston Hospital NHS Foundation Trust,Kingston Hospital,Apr 2019-Mar 2020,251
London,Kingston Hospital NHS Foundation Trust,Kingston Hospital,Apr 2020-Mar 2021,233
London,Kingston Hospital NHS Foundation Trust,Kingston Hospital,Apr 2021-Mar 2022,229
London,Kingston Hospital NHS Foundation Trust,Kingston Hospital,Apr 2022-Mar 2023,249
London,Kingston Hospital NHS Foundation Trust,Kingston Hospital,Apr 2023-Mar 2024,231
London,Lewisham and Greenwich NHS Trust,University Hospital Lewisham,Apr 2019-Mar 2020,349
London,Lewisham and Greenwich NHS Trust,University Hospital Lewisham,Apr 2020-Mar 2021,359
London,Lewisham and Greenwich NHS Trust,University Hospital Lewisham,Apr 2021-Mar 2022,375
London,Lewisham and Greenwich NHS Trust,University Hospital Lewisham,Apr 2022-Mar 2023,440
London,Lewisham and Greenwich NHS Trust,University Hospital Lewisham,Apr 2023-Mar 2024,495
London,London North West University Healthcare NHS Trust,Northwick Park Hospital SU,Apr 2019-Mar 2020,701
London,London North West University Healthcare NHS Trust,Northwick Park Hospital SU,Apr 2020-Mar 2021,603
London,London North West University Healthcare NHS Trust,Northwick Park Hospital SU,Apr 2021-Mar 2022,806
London,London North West University Healthcare NHS Trust,Northwick Park Hospital SU,Apr 2022-Mar 2023,848
London,London North West University Healthcare NHS Trust,Northwick Park Hospital SU,Apr 2023-Mar 2024,869
London,North Middlesex University Hospital NHS Trust,North Middlesex Hospital,Apr 2019-Mar 2020,170
London,North Middlesex University Hospital NHS Trust,North Middlesex Hospital,Apr 2020-Mar 2021,186
London,North Middlesex University Hospital NHS Trust,North Middlesex Hospital,Apr 2021-Mar 2022,237
London,North Middlesex University Hospital NHS Trust,North Middlesex Hospital,Apr 2022-Mar 2023,271
London,North Middlesex University Hospital NHS Trust,North Middlesex Hospital,Apr 2023-Mar 2024,247
London,Royal Free London NHS Foundation Trust,Barnet General Hospital,Apr 2019-Mar 2020,143
London,Royal Free London NHS Foundation Trust,Barnet General Hospital,Apr 2020-Mar 2021,163
London,Royal Free London NHS Foundation Trust,Barnet General Hospital,Apr 2021-Mar 2022,176
London,Royal Free London NHS Foundation Trust,Barnet General Hospital,Apr 2022-Mar 2023,154
London,Royal Free London NHS Foundation Trust,Barnet General Hospital,Apr 2023-Mar 2024,175
London,Royal Free London NHS Foundation Trust,Royal Free Hospital,Apr 2019-Mar 2020,277
London,Royal Free London NHS Foundation Trust,Royal Free Hospital,Apr 2020-Mar 2021,224
London,Royal Free London NHS Foundation Trust,Royal Free Hospital,Apr 2021-Mar 2022,203
London,Royal Free London NHS Foundation Trust,Royal Free Hospital,Apr 2022-Mar 2023,211
London,Royal Free London NHS Foundation Trust,Royal Free Hospital,Apr 2023-Mar 2024,237
London,St George's University Hospitals NHS Foundation Trust,St George's Hospital SU,Apr 2019-Mar 2020,184
London,St George's University Hospitals NHS Foundation Trust,St George's Hospital SU,Apr 2020-Mar 2021,219
London,St George's University Hospitals NHS Foundation Trust,St George's Hospital SU,Apr 2021-Mar 2022,157
London,St George's University Hospitals NHS Foundation Trust,St George's Hospital SU,Apr 2022-Mar 2023,155
London,St George's University Hospitals NHS Foundation Trust,St George's Hospital SU,Apr 2023-Mar 2024,145
London,University College London Hospitals NHS Foundation Trust,University College Hospital SU,Apr 2019-Mar 2020,237
London,University College London Hospitals NHS Foundation Trust,University College Hospital SU,Apr 2020-Mar 2021,177
London,University College London Hospitals NHS Foundation Trust,University College Hospital SU,Apr 2021-Mar 2022,138
London,University College London Hospitals NHS Foundation Trust,University College Hospital SU,Apr 2022-Mar 2023,139
London,University College London Hospitals NHS Foundation Trust,University College Hospital SU,Apr 2023-Mar 2024,118
East Midlands,United Lincolnshire Hospitals NHS Trust,Pilgrim Hospital,Apr 2019-Mar 2020,465
East Midlands,United Lincolnshire Hospitals NHS Trust,Pilgrim Hospital,Apr 2020-Mar 2021,337
East Midlands,United Lincolnshire Hospitals NHS Trust,Pilgrim Hospital,Apr 2021-Mar 2022,263
East Midlands,United Lincolnshire Hospitals NHS Trust,Pilgrim Hospital,Apr 2022-Mar 2023,212
East Midlands,United Lincolnshire Hospitals NHS Trust,Pilgrim Hospital,Apr 2023-Mar 2024,75
East Midlands,University Hospitals of Derby and Burton NHS Foundation Trust,Queens Hospital Burton upon Trent,Apr 2019-Mar 2020,381
East Midlands,University Hospitals of Derby and Burton NHS Foundation Trust,Queens Hospital Burton upon Trent,Apr 2020-Mar 2021,222
East Midlands,University Hospitals of Derby and Burton NHS Foundation Trust,Queens Hospital Burton upon Trent,Apr 2021-Mar 2022,199
East Midlands,University Hospitals of Derby and Burton NHS Foundation Trust,Queens Hospital Burton upon Trent,Apr 2022-Mar 2023,234
East Midlands,University Hospitals of Derby and Burton NHS Foundation Trust,Queens Hospital Burton upon Trent,Apr 2023-Mar 2024,256
East of England (North),North West Anglia NHS Foundation Trust,Hinchingbrooke Hospital,Apr 2019-Mar 2020,162
East of England (North),North West Anglia NHS Foundation Trust,Hinchingbrooke Hospital,Apr 2020-Mar 2021,168
East of England (North),North West Anglia NHS Foundation Trust,Hinchingbrooke Hospital,Apr 2021-Mar 2022,168
East of England (North),North West Anglia NHS Foundation Trust,Hinchingbrooke Hospital,Apr 2022-Mar 2023,174
East of England (North),North West Anglia NHS Foundation Trust,Hinchingbrooke Hospital,Apr 2023-Mar 2024,138
East of England (South),Bedfordshire Hospitals NHS Foundation Trust,Bedford Hospital,Apr 2019-Mar 2020,107
East of England (South),Bedfordshire Hospitals NHS Foundation Trust,Bedford Hospital,Apr 2020-Mar 2021,90
East of England (South),Bedfordshire Hospitals NHS Foundation Trust,Bedford Hospital,Apr 2021-Mar 2022,209
East of England (South),Bedfordshire Hospitals NHS Foundation Trust,Bedford Hospital,Apr 2022-Mar 2023,152
East of England (South),Bedfordshire Hospitals NHS Foundation Trust,Bedford Hospital,Apr 2023-Mar 2024,171
North Midlands,Shrewsbury and Telford Hospital NHS Trust,Royal Shrewsbury Hospital,Apr 2019-Mar 2020,60
North Midlands,Shrewsbury and Telford Hospital NHS Trust,Royal Shrewsbury Hospital,Apr 2020-Mar 2021,44
North Midlands,Shrewsbury and Telford Hospital NHS Trust,Royal Shrewsbury Hospital,Apr 2021-Mar 2022,52
North Midlands,Shrewsbury and Telford Hospital NHS Trust,Royal Shrewsbury Hospital,Apr 2022-Mar 2023,83
North Midlands,Shrewsbury and Telford Hospital NHS Trust,Royal Shrewsbury Hospital,Apr 2023-Mar 2024,67
North Midlands,University Hospitals of North Midlands NHS Trust,County Hospital,Apr 2019-Mar 2020,33
North Midlands,University Hospitals of North Midlands NHS Trust,County Hospital,Apr 2020-Mar 2021,.
North Midlands,University Hospitals of North Midlands NHS Trust,County Hospital,Apr 2021-Mar 2022,.
North Midlands,University Hospitals of North Midlands NHS Trust,County Hospital,Apr 2022-Mar 2023,Too few to report
North Midlands,University Hospitals of North Midlands NHS Trust,County Hospital,Apr 2023-Mar 2024,Too few to report
